"eventid","iyear","imonth","iday","extended","country","country_txt","provstate","city","multiple","success","attacktype1","attacktype1_txt","targtype1","targtype1_txt","target1","gname","weaptype1","weaptype1_txt","weapsubtype1_txt","weapdetail","property","propextent_txt","ishostkid"
199008150010,1990,8,15,0,61,El Salvador,Unknown,Unknown,1,1,3,Bombing/Explosion,21,Utilities,high tension line tower,Farabundo Marti National Liberation Front (FMLN),6,Explosives,Unknown Explosive Type,Explosive,1,Minor (likely < $1 million),0
199008150011,1990,8,15,0,61,El Salvador,Unknown,Unknown,1,1,3,Bombing/Explosion,21,Utilities,high tension line tower,Farabundo Marti National Liberation Front (FMLN),6,Explosives,Unknown Explosive Type,Explosive,1,Minor (likely < $1 million),0
199008150012,1990,8,15,0,61,El Salvador,Unknown,Unknown,1,1,3,Bombing/Explosion,21,Utilities,high tension line tower,Farabundo Marti National Liberation Front (FMLN),6,Explosives,Unknown Explosive Type,Explosive,1,Minor (likely < $1 million),0
199008150013,1990,8,15,0,61,El Salvador,Unknown,Unknown,1,1,3,Bombing/Explosion,21,Utilities,high tension line tower,Farabundo Marti National Liberation Front (FMLN),6,Explosives,Unknown Explosive Type,Explosive,1,Minor (likely < $1 million),0
199008150014,1990,8,15,0,61,El Salvador,Unknown,Unknown,1,1,3,Bombing/Explosion,21,Utilities,high tension line tower,Farabundo Marti National Liberation Front (FMLN),6,Explosives,Unknown Explosive Type,Explosive,1,Minor (likely < $1 million),0
199008150015,1990,8,15,0,61,El Salvador,Unknown,Unknown,1,1,3,Bombing/Explosion,21,Utilities,high tension line tower,Farabundo Marti National Liberation Front (FMLN),6,Explosives,Unknown Explosive Type,Explosive,1,Minor (likely < $1 million),0
199008150016,1990,8,15,0,61,El Salvador,Unknown,Unknown,1,1,3,Bombing/Explosion,21,Utilities,high tension line tower,Farabundo Marti National Liberation Front (FMLN),6,Explosives,Unknown Explosive Type,Explosive,1,Minor (likely < $1 million),0
199008150017,1990,8,15,0,61,El Salvador,Unknown,Unknown,1,1,3,Bombing/Explosion,21,Utilities,high tension line tower,Farabundo Marti National Liberation Front (FMLN),6,Explosives,Unknown Explosive Type,Explosive,1,Minor (likely < $1 million),0
199008150018,1990,8,15,0,61,El Salvador,Unknown,Unknown,1,1,3,Bombing/Explosion,21,Utilities,high tension line tower,Farabundo Marti National Liberation Front (FMLN),6,Explosives,Unknown Explosive Type,Explosive,1,Minor (likely < $1 million),0
199008150019,1990,8,15,0,61,El Salvador,Unknown,Unknown,1,1,3,Bombing/Explosion,21,Utilities,high tension line tower,Farabundo Marti National Liberation Front (FMLN),6,Explosives,Unknown Explosive Type,Explosive,1,Minor (likely < $1 million),0
199008150020,1990,8,15,0,61,El Salvador,Unknown,Unknown,1,1,3,Bombing/Explosion,21,Utilities,high tension line tower,Farabundo Marti National Liberation Front (FMLN),6,Explosives,Unknown Explosive Type,Explosive,1,Minor (likely < $1 million),0
199008210002,1990,8,21,0,61,El Salvador,San Salvador,San Salvador,0,1,2,Armed Assault,4,Military,communications center,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,0
199008210004,1990,8,21,0,61,El Salvador,San Salvador,San Salvador,1,1,3,Bombing/Explosion,21,Utilities,high tension power line,Farabundo Marti National Liberation Front (FMLN),6,Explosives,Unknown Explosive Type,Explosive,1,Minor (likely < $1 million),0
199008210005,1990,8,21,0,61,El Salvador,San Salvador,San Salvador,1,1,3,Bombing/Explosion,21,Utilities,high tension power line,Farabundo Marti National Liberation Front (FMLN),6,Explosives,Unknown Explosive Type,Explosive,1,Minor (likely < $1 million),0
199008210006,1990,8,21,0,61,El Salvador,San Salvador,San Salvador,1,1,3,Bombing/Explosion,21,Utilities,high tension power line,Farabundo Marti National Liberation Front (FMLN),6,Explosives,Unknown Explosive Type,Explosive,1,Minor (likely < $1 million),0
199008210007,1990,8,21,0,61,El Salvador,San Salvador,San Salvador,1,1,3,Bombing/Explosion,21,Utilities,high tension power line,Farabundo Marti National Liberation Front (FMLN),6,Explosives,Unknown Explosive Type,Explosive,1,Minor (likely < $1 million),0
199009070042,1990,9,7,0,83,Guatemala,Peten,Sayaxche,0,1,2,Armed Assault,15,Religious Figures/Institutions,"Missionary Compound, Clinic, etc.*",Guatemalan National Revolutionary Unity (URNG),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,0
199009130004,1990,9,13,0,61,El Salvador,Santa Ana,Santa Ana,1,1,3,Bombing/Explosion,21,Utilities,electrical power post,Farabundo Marti National Liberation Front (FMLN),6,Explosives,Unknown Explosive Type,Explosive,1,Minor (likely < $1 million),0
199009130005,1990,9,13,0,61,El Salvador,Santa Ana,Santa Ana,1,1,3,Bombing/Explosion,21,Utilities,electrical power post,Farabundo Marti National Liberation Front (FMLN),6,Explosives,Unknown Explosive Type,Explosive,1,Minor (likely < $1 million),0
199009130006,1990,9,13,0,61,El Salvador,Santa Ana,Santa Ana,1,1,3,Bombing/Explosion,21,Utilities,electrical power post,Farabundo Marti National Liberation Front (FMLN),6,Explosives,Unknown Explosive Type,Explosive,1,Minor (likely < $1 million),0
199009130007,1990,9,13,0,61,El Salvador,Santa Ana,Santa Ana,1,1,3,Bombing/Explosion,21,Utilities,electrical power post,Farabundo Marti National Liberation Front (FMLN),6,Explosives,Unknown Explosive Type,Explosive,1,Minor (likely < $1 million),0
199009130008,1990,9,13,0,61,El Salvador,San Salvador,San Salvador,1,1,3,Bombing/Explosion,21,Utilities,electric power post,Farabundo Marti National Liberation Front (FMLN),6,Explosives,Unknown Explosive Type,Explosive,1,Minor (likely < $1 million),0
199009130009,1990,9,13,0,61,El Salvador,San Salvador,San Salvador,1,1,3,Bombing/Explosion,21,Utilities,electric power post,Farabundo Marti National Liberation Front (FMLN),6,Explosives,Unknown Explosive Type,Explosive,1,Minor (likely < $1 million),0
199009130010,1990,9,13,0,61,El Salvador,San Salvador,San Salvador,1,1,3,Bombing/Explosion,21,Utilities,electric power post,Farabundo Marti National Liberation Front (FMLN),6,Explosives,Unknown Explosive Type,Explosive,1,Minor (likely < $1 million),0
199009160010,1990,9,16,0,83,Guatemala,Quiche,San Pedro Jocopilas,0,1,1,Assassination,2,Government (General),Quiche Province Asst. District Secretary Sebastian Morales Lopez,Unknown,5,Firearms,Handgun,Pistol,0,,0
199010030001,1990,10,3,0,61,El Salvador,Santa Ana,Santa Ana,0,1,2,Armed Assault,4,Military,"vehicle, 2nd Infantry Brigade",Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,0
199010030002,1990,10,3,0,61,El Salvador,San Salvador,San Salvador,0,1,2,Armed Assault,4,Military,Air Force guards,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,AK-47,1,,0
199010050006,1990,10,5,0,83,Guatemala,Guatemala,Guatemala City,0,0,1,Assassination,2,Government (General),Candidate Juan Jose Rodil Peralta*,Unknown,5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,0,,0
199010100003,1990,10,10,0,83,Guatemala,Quiche,Unknown,0,1,1,Assassination,2,Government (General),Leader Sebastian Morales,Unknown,5,Firearms,Handgun,Pistol,0,,0
199010100004,1990,10,10,0,83,Guatemala,Quiche,San Pedro Jocopilas,0,1,1,Assassination,2,Government (General),Provincial Leader Humberto Perez Coz *,Unknown,5,Firearms,Handgun,Pistol,0,,0
199010150004,1990,10,15,0,83,Guatemala,Santa Rosa,Unknown,0,1,1,Assassination,2,Government (General),"Carlos Osmin Ramirez Cruz, leader in Santa Rosa Dept",Unknown,5,Firearms,Handgun,Pistol,0,,0
199010150005,1990,10,15,0,83,Guatemala,Guatemala,Guatemala City,0,1,1,Assassination,2,Government (General),"Secretary General, Humberto Gonzalez Gamara *",Unknown,5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,0,,0
199010170002,1990,10,17,0,61,El Salvador,San Salvador,San Salvador,0,1,2,Armed Assault,4,Military,Air Force Installation,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,0
199010180002,1990,10,18,0,61,El Salvador,San Salvador,San Salvador,0,1,2,Armed Assault,4,Military,"HQ, Army 1st Infantry Brigade",Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,0
199010220006,1990,10,22,0,83,Guatemala,Guatemala,Guatemala City,0,1,3,Bombing/Explosion,14,Private Citizens & Property,"Alleyway #1-46, 9A street",Guatemalan Labor Party (PGT),6,Explosives,Unknown Explosive Type,Explosive,1,,0
199010220007,1990,10,22,0,83,Guatemala,Guatemala,Guatemala City,0,1,3,Bombing/Explosion,14,Private Citizens & Property,Station Wagon at 1st and 2nd sts at 9th Ave.,Guatemalan National Revolutionary Unity (URNG),6,Explosives,Unknown Explosive Type,Explosive,1,,0
199010230003,1990,10,23,0,61,El Salvador,San Salvador,San Salvador,0,0,3,Bombing/Explosion,4,Military,Armed Forces HQ,Farabundo Marti National Liberation Front (FMLN),6,Explosives,"Projectile (rockets, mortars, RPGs, etc.)",Mortar,1,,0
199010240008,1990,10,24,0,83,Guatemala,Guatemala,Guatemala City,0,0,1,Assassination,22,Violent Political Party,Congressional Candidate: Helio Enrique Canales Oliva,Unknown,5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,0,,0
199010260008,1990,10,26,0,83,Guatemala,Guatemala,Guatemala City,0,0,1,Assassination,10,Journalists & Media,Journalists Byron Barrera *,Unknown,5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,0,,0
199011020004,1990,11,2,0,83,Guatemala,Izabal,Santo Tomas,0,1,3,Bombing/Explosion,2,Government (General),Presidential Ranch,Unknown,5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm; Grenade,1,,0
199011050004,1990,11,5,0,83,Guatemala,Escuintla,Escuintla,0,1,2,Armed Assault,1,Business,Tortolita Ranch*,Revolutionary Organization of People in Arms (ORPA),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm; Incendiary,1,Minor (likely < $1 million),0
199011050009,1990,11,5,0,83,Guatemala,Santa Rosa,Taxisco,0,1,7,Facility/Infrastructure Attack,1,Business,La Esperanza Ranch*,Revolutionary Organization of People in Arms (ORPA),8,Incendiary,,Incendiary,1,Minor (likely < $1 million),0
199011070001,1990,11,7,0,83,Guatemala,San Marcos,El Tumbador,0,1,2,Armed Assault,4,Military,post,Guatemalan National Revolutionary Unity (URNG),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,0
199011110002,1990,11,11,0,83,Guatemala,Chimaltenango,Comalpa,0,1,2,Armed Assault,4,Military,unit,Guatemalan National Revolutionary Unity (URNG),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,0
199011130001,1990,11,13,0,83,Guatemala,Solola,Solola,0,1,2,Armed Assault,1,Business,van,Guatemalan National Revolutionary Unity (URNG),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,0
199011130010,1990,11,13,0,83,Guatemala,Solola,Panajachel,0,1,3,Bombing/Explosion,19,Transportation,Street,Guatemalan National Revolutionary Unity (URNG),6,Explosives,Unknown Explosive Type,Explosive,1,,0
199011140002,1990,11,14,0,83,Guatemala,San Marcos,La Reforma,0,1,2,Armed Assault,2,Government (General),Finance Ministry guards protecting election site and ballot boxes*,Guatemalan National Revolutionary Unity (URNG),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,0
199011150002,1990,11,15,0,61,El Salvador,Unknown,Unknown,1,1,3,Bombing/Explosion,21,Utilities,High tension line tower*,Farabundo Marti National Liberation Front (FMLN),6,Explosives,Unknown Explosive Type,Explosive,1,Minor (likely < $1 million),0
199011150003,1990,11,15,0,61,El Salvador,Unknown,Unknown,1,1,3,Bombing/Explosion,21,Utilities,High tension line tower*,Farabundo Marti National Liberation Front (FMLN),6,Explosives,Unknown Explosive Type,Explosive,1,Minor (likely < $1 million),0
199011150004,1990,11,15,0,61,El Salvador,Unknown,Unknown,1,1,3,Bombing/Explosion,21,Utilities,High tension line tower*,Farabundo Marti National Liberation Front (FMLN),6,Explosives,Unknown Explosive Type,Explosive,1,Minor (likely < $1 million),0
199011150005,1990,11,15,0,61,El Salvador,Unknown,Unknown,1,1,3,Bombing/Explosion,21,Utilities,High tension line tower*,Farabundo Marti National Liberation Front (FMLN),6,Explosives,Unknown Explosive Type,Explosive,1,Minor (likely < $1 million),0
199011220005,1990,11,22,0,61,El Salvador,San Salvador,San Salvador,0,1,3,Bombing/Explosion,21,Utilities,power plant,Farabundo Marti National Liberation Front (FMLN),6,Explosives,"Projectile (rockets, mortars, RPGs, etc.)",Mortar,1,,0
199011220006,1990,11,22,0,61,El Salvador,San Miguel,San Miguel,0,1,3,Bombing/Explosion,4,Military,HQ Thrid Military Brigade,Farabundo Marti National Liberation Front (FMLN),6,Explosives,"Projectile (rockets, mortars, RPGs, etc.)",Mortar - 81 mm,1,,0
199011220012,1990,11,22,0,61,El Salvador,San Salvador,Guazapa,0,1,3,Bombing/Explosion,21,Utilities,high tension line tower,Farabundo Marti National Liberation Front (FMLN),6,Explosives,Unknown Explosive Type,Explosive,1,Minor (likely < $1 million),0
199011260010,1990,11,26,0,61,El Salvador,San Salvador,San Salvador,0,1,3,Bombing/Explosion,1,Business,comercio bank,Farabundo Marti National Liberation Front (FMLN),6,Explosives,Unknown Explosive Type,Explosive,1,,0
199011260011,1990,11,26,0,61,El Salvador,San Salvador,San Salvador,0,1,3,Bombing/Explosion,1,Business,Financieru Bank,Farabundo Marti National Liberation Front (FMLN),6,Explosives,Unknown Explosive Type,Explosive,1,,0
199011260012,1990,11,26,0,61,El Salvador,San Salvador,San Salvador,0,1,3,Bombing/Explosion,1,Business,savings and loan association,Farabundo Marti National Liberation Front (FMLN),6,Explosives,Unknown Explosive Type,Explosive,1,,0
199011270007,1990,11,27,0,61,El Salvador,Usulutan,Usulutan,0,1,2,Armed Assault,4,Military,unit,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,0
199011270008,1990,11,27,0,61,El Salvador,San Vicente,Unknown,0,1,2,Armed Assault,4,Military,unit,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,0
199011270009,1990,11,27,0,61,El Salvador,San Salvador,San Salvador,0,1,2,Armed Assault,3,Police,Mariona jail,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,0
199011270018,1990,11,27,0,61,El Salvador,San Salvador,San Salvador,0,1,3,Bombing/Explosion,21,Utilities,high tension line tower,Farabundo Marti National Liberation Front (FMLN),6,Explosives,Unknown Explosive Type,Explosive,1,Minor (likely < $1 million),0
199011270019,1990,11,27,0,61,El Salvador,San Salvador,San Salvador,1,1,3,Bombing/Explosion,21,Utilities,electricity pole,Farabundo Marti National Liberation Front (FMLN),6,Explosives,Unknown Explosive Type,Explosive,1,Minor (likely < $1 million),0
199011270020,1990,11,27,0,61,El Salvador,San Salvador,San Salvador,1,1,3,Bombing/Explosion,21,Utilities,electricity pole,Farabundo Marti National Liberation Front (FMLN),6,Explosives,Unknown Explosive Type,Explosive,1,Minor (likely < $1 million),0
199011270021,1990,11,27,0,61,El Salvador,San Salvador,San Salvador,1,1,3,Bombing/Explosion,21,Utilities,electricity pole,Farabundo Marti National Liberation Front (FMLN),6,Explosives,Unknown Explosive Type,Explosive,1,Minor (likely < $1 million),0
199011270022,1990,11,27,0,61,El Salvador,San Salvador,San Salvador,1,1,3,Bombing/Explosion,21,Utilities,electricity pole,Farabundo Marti National Liberation Front (FMLN),6,Explosives,Unknown Explosive Type,Explosive,1,Minor (likely < $1 million),0
199011270023,1990,11,27,0,61,El Salvador,San Salvador,San Salvador,1,1,3,Bombing/Explosion,21,Utilities,electricity pole,Farabundo Marti National Liberation Front (FMLN),6,Explosives,Unknown Explosive Type,Explosive,1,Minor (likely < $1 million),0
199011270024,1990,11,27,0,61,El Salvador,San Salvador,San Salvador,1,1,3,Bombing/Explosion,21,Utilities,electricity pole,Farabundo Marti National Liberation Front (FMLN),6,Explosives,Unknown Explosive Type,Explosive,1,Minor (likely < $1 million),0
199011270025,1990,11,27,0,61,El Salvador,San Salvador,San Salvador,1,1,3,Bombing/Explosion,21,Utilities,electricity pole,Farabundo Marti National Liberation Front (FMLN),6,Explosives,Unknown Explosive Type,Explosive,1,Minor (likely < $1 million),0
199011280005,1990,11,28,0,83,Guatemala,Santa Rosa,Cuilapa,0,1,1,Assassination,2,Government (General),"Local leader, Israel Garcia Escobar",Unknown,5,Firearms,Handgun,Pistol,0,,0
199011300005,1990,11,30,0,83,Guatemala,Peten,El Porvenir,0,1,2,Armed Assault,1,Business,ambulence,Guatemalan National Revolutionary Unity (URNG),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,0
199012010004,1990,12,1,0,61,El Salvador,Chalatenango,Cerron Grande Hydroelectric Dam,1,1,3,Bombing/Explosion,21,Utilities,"115,000 watt transformer at hydroelectric dam",Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm; Explosive,1,Minor (likely < $1 million),0
199012010005,1990,12,1,0,61,El Salvador,Chalatenango,Cerron Grande Hydroelectric Dam,1,1,3,Bombing/Explosion,21,Utilities,"115,000 watt transformer at hydroelectric dam",Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm; Explosive,1,Minor (likely < $1 million),0
199012060003,1990,12,6,1,83,Guatemala,Guatemala,Villa Canales,0,1,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,Oscar Augusto Miranda,Unknown,9,Melee,Knife or Other Sharp Object,Knife,0,,1
199012100002,1990,12,10,0,61,El Salvador,Chalatenango,Las Vueltas,0,1,2,Armed Assault,4,Military,"units, Bracamonte Battalion",Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,0
199012110001,1990,12,11,0,61,El Salvador,San Miguel,San Jorge,0,1,2,Armed Assault,4,Military,unit,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,0
199012120003,1990,12,12,0,61,El Salvador,San Miguel,Chapeltique,0,1,2,Armed Assault,4,Military,"unit, 3rd Infantry Brigade",Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,0
199012120004,1990,12,12,0,61,El Salvador,San Miguel,Lolotique,0,1,2,Armed Assault,4,Military,"unit, 3rd Infantry Brigade",Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,0
199012120005,1990,12,12,0,61,El Salvador,San Miguel,San Miguel,0,1,2,Armed Assault,4,Military,"Elements, 3rd Infantry Brigade",Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,0
199012120006,1990,12,12,0,61,El Salvador,San Salvador,San Salvador,0,0,1,Assassination,2,Government (General),Attorney General Oberto Antonio Mendoza Jerez,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,0,,0
199012120008,1990,12,12,0,61,El Salvador,San Salvador,San Salvador,0,1,2,Armed Assault,19,Transportation,bus,Farabundo Marti National Liberation Front (FMLN),8,Incendiary,,Incendiary,1,Minor (likely < $1 million),0
199012120009,1990,12,12,0,61,El Salvador,San Salvador,San Salvador,0,1,3,Bombing/Explosion,1,Business,branch,Farabundo Marti National Liberation Front (FMLN),6,Explosives,Unknown Explosive Type,Explosive,1,,0
199012130001,1990,12,13,0,61,El Salvador,Chalatenango,Unknown,0,1,2,Armed Assault,4,Military,barracks,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,0
199012130002,1990,12,13,0,61,El Salvador,Chalatenango,Vainillas,0,1,2,Armed Assault,4,Military,unit,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,0
199012130003,1990,12,13,0,61,El Salvador,Cabanas,San Isidro,0,1,2,Armed Assault,4,Military,unit,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,0
199012160009,1990,12,16,0,83,Guatemala,Guatemala,Guatemala City,0,1,3,Bombing/Explosion,1,Business,Business one block from National Police's General Directorate,Unknown,6,Explosives,Unknown Explosive Type,Explosive,1,Minor (likely < $1 million),0
199012160010,1990,12,16,0,83,Guatemala,Guatemala,Guatemala City,0,0,3,Bombing/Explosion,3,Police,National Police HQ,Unknown,6,Explosives,Unknown Explosive Type,Explosive,1,,0
199012170009,1990,12,17,0,83,Guatemala,Suchitepequez,Rio Bravo,0,1,3,Bombing/Explosion,19,Transportation,Moca River Bridge*,Guatemalan National Revolutionary Unity (URNG),6,Explosives,Unknown Explosive Type,Explosive,1,Minor (likely < $1 million),0
199012210002,1990,12,21,0,61,El Salvador,San Salvador,San Salvador,0,1,3,Bombing/Explosion,4,Military,El Zapote Garrison/Armed Forces Engineers Training Center,Farabundo Marti National Liberation Front (FMLN),6,Explosives,"Projectile (rockets, mortars, RPGs, etc.)",Rocket propelled grenade - RPG-7,1,,0
199101000002,1991,1,0,0,83,Guatemala,Peten,El Subin,0,1,1,Assassination,14,Private Citizens & Property,"Helicopter, President Jorge Serrano Elias*",Guatemalan National Revolutionary Unity (URNG),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,0
199101020010,1991,1,2,0,61,El Salvador,San Miguel,Lolotique,0,1,2,Armed Assault,4,Military,U.S. Army UH-1H Helicopter,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,Minor (likely < $1 million),0
199101020014,1991,1,2,0,61,El Salvador,San Salvador,San Salvador,0,1,2,Armed Assault,4,Military,US servicemen (helicopter),Farabundo Marti National Liberation Front (FMLN),5,Firearms,Unknown Gun Type,Firearm,0,,0
199101030045,1991,1,3,0,61,El Salvador,Santa Ana,San Miguelito,0,1,2,Armed Assault,4,Military,"unit, Atlactl Battalion",Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,0
199101040013,1991,1,4,0,83,Guatemala,Escuintla,Escuintla,0,1,1,Assassination,2,Government (General),Escuintla Mayor Marco Tulio Collado Pardo,Unknown,5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,0,,0
199101040014,1991,1,4,0,61,El Salvador,Chalatenango,El Gavilan,0,1,3,Bombing/Explosion,4,Military,"unit, Atlactl Battalion",Farabundo Marti National Liberation Front (FMLN),6,Explosives,Landmine,Mine; Automatic firearm,1,,0
199101050002,1991,1,5,0,61,El Salvador,Cabanas,El Jicaro,0,1,2,Armed Assault,4,Military,Unit,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,0
199101050003,1991,1,5,0,61,El Salvador,La Union,La Gallinera,0,1,2,Armed Assault,4,Military,unit,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,0
199101050004,1991,1,5,0,61,El Salvador,Chalatenango,Ojos de Agua,0,1,2,Armed Assault,4,Military,"unit, Atlacatl Battalion",Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,0
199101050005,1991,1,5,0,61,El Salvador,Chalatenango,San Jose de las Flores,0,1,2,Armed Assault,4,Military,unit,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,0
199101060002,1991,1,6,0,61,El Salvador,Chalatenango,Cerro Grande,1,1,3,Bombing/Explosion,21,Utilities,High tension line tower,Farabundo Marti National Liberation Front (FMLN),6,Explosives,Unknown Explosive Type,Explosive,1,Minor (likely < $1 million),0
199101060003,1991,1,6,0,61,El Salvador,,Cerro Grande,1,1,3,Bombing/Explosion,21,Utilities,High tension line tower,Farabundo Marti National Liberation Front (FMLN),6,Explosives,Unknown Explosive Type,Explosive,1,Minor (likely < $1 million),0
199101060004,1991,1,6,0,61,El Salvador,Chalatenango,Cerro Grande,1,1,3,Bombing/Explosion,21,Utilities,High tension line tower,Farabundo Marti National Liberation Front (FMLN),6,Explosives,Unknown Explosive Type,Explosive,1,Minor (likely < $1 million),0
199101060005,1991,1,6,0,61,El Salvador,Chalatenango,Cerro Grande,1,1,3,Bombing/Explosion,21,Utilities,High tension line tower,Farabundo Marti National Liberation Front (FMLN),6,Explosives,Unknown Explosive Type,Explosive,1,Minor (likely < $1 million),0
199101060006,1991,1,6,0,61,El Salvador,Chalatenango,Unknown,0,1,2,Armed Assault,4,Military,"Unit, Atlacatl Battalion",Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,0
199101070002,1991,1,7,0,61,El Salvador,San Salvador,San Salvador,0,1,3,Bombing/Explosion,3,Police,Vehicle,Farabundo Marti National Liberation Front (FMLN),6,Explosives,Unknown Explosive Type,Explosive,1,Minor (likely < $1 million),0
199101080006,1991,1,8,0,61,El Salvador,La Libertad,Las Brisas,0,1,2,Armed Assault,4,Military,"Unit, Second Brigade",Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,0
199101080007,1991,1,8,0,61,El Salvador,Cabanas,Cinquera,0,1,2,Armed Assault,4,Military,"Unit, Military Detachment No. 2",Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,0
199101090007,1991,1,9,0,61,El Salvador,Unknown,Cerro Boticon,0,1,2,Armed Assault,4,Military,Unit,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,0
199101100001,1991,1,10,0,61,El Salvador,Usulut�n,Unknown,0,1,2,Armed Assault,19,Transportation,Bus,Farabundo Marti National Liberation Front (FMLN),8,Incendiary,,Incendiary,1,Minor (likely < $1 million),0
199101100002,1991,1,10,0,61,El Salvador,San Salvador,San Salvador,0,1,3,Bombing/Explosion,4,Military,Armed Forces Bldg under construction,Farabundo Marti National Liberation Front (FMLN),6,Explosives,Unknown Explosive Type,Explosive,1,,0
199101100003,1991,1,10,0,61,El Salvador,San Vicente,Unknown,1,1,3,Bombing/Explosion,21,Utilities,Utility pole,Farabundo Marti National Liberation Front (FMLN),6,Explosives,Unknown Explosive Type,Explosive,1,Minor (likely < $1 million),0
199101100004,1991,1,10,0,61,El Salvador,San Vicente,Unknown,1,1,3,Bombing/Explosion,21,Utilities,Utility pole,Farabundo Marti National Liberation Front (FMLN),6,Explosives,Unknown Explosive Type,Explosive,1,Minor (likely < $1 million),0
199101100005,1991,1,10,0,61,El Salvador,Morazan,Jocoro,1,1,3,Bombing/Explosion,21,Utilities,Utility pole,Farabundo Marti National Liberation Front (FMLN),6,Explosives,Unknown Explosive Type,Explosive,1,Minor (likely < $1 million),0
199101100006,1991,1,10,0,61,El Salvador,Morazan,Jocoro,1,1,3,Bombing/Explosion,21,Utilities,Utility pole,Farabundo Marti National Liberation Front (FMLN),6,Explosives,Unknown Explosive Type,Explosive,1,Minor (likely < $1 million),0
